"country","year","energy_supply","protein_supply","fat_supply","carbohydrate_supply","dietary_fibre_supply","calcium_supply","iron_supply","zinc_supply","magnesium_supply","phosphorus_supply","potassium_supply","thiamin_supply","riboflavin_supply","vitamin_c_supply","vitamin_a_supply_retinol_equivalents","vitamin_a_supply_retinol_activity_equivalents","copper_supply","docosahexaenoic_acid_supply","vitamin_b6_supply","eicosapentaenoic_acid_supply","selenium_supply","vitamin_b12_supply","total_saturated_fatty_acids_supply","total_monounsaturated_fatty_acids_supply","total_polyunsaturated_fatty_acids_supply"
"Nepal",2022,2931,81.8,64.1,477.3,46.7,927,24.7,13.23,595,1559,4493,1.88,1.48,257,1848,1052,0.01,0.03,0.02,0.02,2,0.27,0.09,0.13,0.08
"Netherlands (Kingdom of the)",2017,3271,105.3,127.1,388.7,27.6,1319,15.5,13.63,455,1906,4182,1.73,2.41,141,1185,934,0.06,0.11,0.06,0.06,12,1.05,0.29,0.43,0.3
"Netherlands (Kingdom of the)",2018,3318,107.9,141.1,364.7,27.1,1464,15.5,14.1,458,1975,4138,1.68,2.53,135,1265,1004,0.05,0.1,0.06,0.06,11,0.91,0.26,0.38,0.26
"Netherlands (Kingdom of the)",2019,3468,108.5,134.4,413,29.5,1436,16.5,14.29,488,2037,4402,1.76,2.69,143,1377,1065,0.05,0.12,0.07,0.07,12,1.1,0.31,0.45,0.35
"Netherlands (Kingdom of the)",2020,3476,112.7,139,406.4,28.8,1508,16.6,14.78,493,2127,4681,1.86,2.84,156,1288,1019,0.05,0.12,0.07,0.07,12,1.1,0.31,0.45,0.35
"Netherlands (Kingdom of the)",2021,3508,113.6,144.6,402.3,29.6,1498,17.2,15.02,498,2138,4666,1.85,2.85,145,1735,1429,0.05,0.12,0.07,0.07,12,1.1,0.31,0.45,0.35
"Netherlands (Kingdom of the)",2022,3536,117.6,144.8,402,27.8,1509,17.5,15.23,491,2174,4613,1.83,2.93,149,1715,1482,0.05,0.12,0.07,0.07,12,1.1,0.31,0.45,0.35
"New Caledonia",2017,2809,93.9,106.9,332.9,23.6,951,15.7,11.79,378,1655,3038,1.66,1.82,172,988,717,0.05,0.17,0.1,0.1,15,2.02,0.45,0.61,0.53
"New Caledonia",2018,2825,94.4,109,332,23.8,928,15.9,12,383,1658,3012,1.68,1.74,164,1158,874,0.05,0.14,0.09,0.08,13,1.76,0.38,0.51,0.44
"New Caledonia",2019,2900,101.3,111.2,341.2,25,1019,17,12.65,402,1769,3143,1.78,1.87,168,1170,872,0.05,0.18,0.11,0.1,16,2.06,0.47,0.63,0.55
"New Caledonia",2020,2910,101.8,115.2,334.7,24.7,988,16.4,12.53,394,1747,3118,1.73,1.84,174,1152,869,0.05,0.18,0.11,0.1,16,2.06,0.47,0.63,0.55
"New Caledonia",2021,2958,102.5,118.2,340,25.4,1007,17.1,12.78,406,1814,3135,1.91,1.86,167,1118,856,0.05,0.18,0.11,0.1,16,2.06,0.47,0.63,0.55
"New Caledonia",2022,2957,103.1,116.3,343.3,25.9,1043,17.2,12.82,421,1859,3259,1.97,1.93,168,1052,772,0.05,0.18,0.11,0.1,16,2.06,0.47,0.63,0.55
"New Zealand",2017,3170,100.1,114,401.7,29.5,723,16.8,13.19,420,1548,3558,1.56,1.53,134,1605,1175,0.07,0.13,0.09,0.08,14,1.44,0.36,0.5,0.41
"New Zealand",2018,3194,105.4,116.6,396.2,31,748,19.3,14.08,438,1639,3756,1.65,1.76,145,2285,1852,0.08,0.14,0.09,0.08,15,1.63,0.39,0.54,0.45
"New Zealand",2019,3134,103.2,113.6,392.5,29.9,729,18.5,13.77,430,1604,3581,1.61,1.71,140,2143,1749,0.09,0.13,0.09,0.08,15,1.69,0.35,0.48,0.41
"New Zealand",2020,3154,98.3,119.2,391.8,28.7,626,18.1,13.17,418,1518,3415,1.55,1.61,116,2136,1786,0.09,0.13,0.09,0.08,15,1.69,0.35,0.48,0.41
"New Zealand",2021,3139,99.6,118.7,389.6,29.2,625,18.5,13.54,429,1550,3476,1.63,1.62,116,2140,1778,0.09,0.13,0.09,0.08,15,1.69,0.35,0.48,0.41
"New Zealand",2022,3149,105.7,115.3,387.4,30.2,741,19,14.54,441,1665,3543,1.69,1.78,122,2180,1802,0.09,0.13,0.09,0.08,15,1.69,0.35,0.48,0.41
"Nicaragua",2017,2600,64.9,62.9,423.1,27.9,492,12.1,9.28,358,1210,2347,1.37,1.02,69,464,358,0.02,0.04,0.03,0.03,4,0.67,0.12,0.15,0.13
"Nicaragua",2018,2576,65.8,59.6,423.3,29.1,535,12.6,9.39,368,1238,2482,1.4,1.05,70,459,352,0.02,0.04,0.03,0.02,4,0.68,0.11,0.14,0.12
"Nicaragua",2019,2609,68.2,64.2,418.5,27.6,671,12.2,9.72,364,1329,2520,1.38,1.22,71,532,421,0.02,0.04,0.03,0.02,4,0.63,0.1,0.13,0.12
"Nicaragua",2020,2626,70.1,62.2,423.2,27.9,694,12.5,9.92,368,1367,2622,1.4,1.26,70,554,438,0.02,0.04,0.03,0.02,4,0.63,0.1,0.13,0.12
"Nicaragua",2021,2668,71.9,62.8,431.5,28.6,709,12.5,10.1,376,1393,2682,1.43,1.27,69,546,434,0.02,0.04,0.03,0.02,4,0.63,0.1,0.13,0.12
"Nicaragua",2022,2695,73.5,64.8,432.3,28.9,724,12.9,10.32,384,1423,2703,1.45,1.3,68,555,443,0.02,0.04,0.03,0.02,4,0.63,0.1,0.13,0.12
"Niger",2017,2564,87.4,52.7,403.2,61.8,691,22.7,16.07,745,1852,3950,2.19,1,151,549,341,0,0.01,0.01,0.01,1,0.09,0.03,0.06,0.04
"Niger",2018,2641,89.7,55,414,63.6,737,23.7,16.53,772,1910,4050,2.24,1.01,154,550,340,0,0.01,0.01,0.01,1,0.1,0.04,0.07,0.04
"Niger",2019,2595,88.9,56.2,401.6,62,737,23.2,15.94,748,1858,4129,2.2,1.03,152,583,355,0,0.02,0.01,0.01,1,0.11,0.04,0.08,0.05
"Niger",2020,2644,88.7,58.3,409.2,61.8,771,23,16.09,750,1885,4201,2.24,1.1,158,645,390,0,0.02,0.01,0.01,1,0.11,0.05,0.1,0.06
"Niger",2021,2507,87.3,57.3,380.2,58.7,700,22.3,14.97,721,1792,4310,2.17,1.01,152,686,404,0,0.02,0.01,0.01,1,0.1,0.04,0.09,0.06
"Niger",2022,2631,88.5,56.3,410.4,62.5,729,23.4,15.96,751,1861,4221,2.22,1.04,153,672,393,0,0.02,0.01,0.01,1,0.1,0.04,0.09,0.06
"Nigeria",2017,2549,63.2,59.6,410.7,52.3,468,17.8,11.46,564,1340,4202,1.93,0.83,184,782,430,0.01,0.06,0.04,0.04,5,0.62,0.17,0.27,0.17
"Nigeria",2018,2525,62.5,58.1,409.6,52,462,17.6,11.43,561,1332,4142,1.93,0.82,183,783,430,0.01,0.06,0.04,0.04,5,0.58,0.17,0.27,0.17
"Nigeria",2019,2533,61.1,57.5,414.5,51.9,452,17.7,11.14,553,1300,4154,1.87,0.79,183,746,409,0.01,0.06,0.04,0.04,5,0.59,0.17,0.27,0.17
"Nigeria",2020,2510,60.1,57.9,409.7,49.4,454,17.5,10.71,521,1224,3853,1.73,0.79,173,733,403,0.01,0.06,0.04,0.04,5,0.6,0.17,0.26,0.17
"Nigeria",2021,2543,60.2,58,417.6,50.2,464,17.4,10.69,528,1225,4019,1.73,0.79,174,722,398,0.01,0.05,0.03,0.03,4,0.49,0.14,0.23,0.15
"Nigeria",2022,2504,58.8,57.1,411.6,49.7,443,17.1,10.53,520,1200,4011,1.7,0.77,173,707,388,0.01,0.05,0.03,0.03,4,0.49,0.14,0.23,0.15
"North Macedonia",2017,2984,86.5,102,401.5,40.2,1006,16.8,11.38,461,1608,4498,1.75,1.89,369,1424,987,0.01,0.04,0.03,0.03,4,0.36,0.12,0.18,0.15
"North Macedonia",2018,3030,87.9,103.7,404.2,40.7,1051,16.9,11.62,470,1642,4619,1.76,1.93,376,1446,997,0.01,0.04,0.03,0.03,4,0.35,0.12,0.18,0.15
"North Macedonia",2019,3082,90.5,108.2,400.8,45.3,1042,18.9,12.36,494,1695,4666,1.86,1.96,368,1393,954,0.01,0.05,0.03,0.03,4,0.41,0.14,0.21,0.18
"North Macedonia",2020,3124,92.5,106.6,412,47.1,1096,19.3,12.67,512,1770,4863,1.94,2.07,400,1442,990,0.01,0.04,0.03,0.03,4,0.37,0.13,0.19,0.16
"North Macedonia",2021,3142,91.9,107.8,411.9,47.3,1012,19.5,12.69,514,1733,4852,1.97,2.01,423,1456,1000,0.01,0.05,0.03,0.03,4,0.44,0.15,0.22,0.18
"North Macedonia",2022,3148,92.7,106.7,415.6,49.3,1001,19.9,12.89,520,1755,4881,2.01,2.02,436,1427,972,0.01,0.05,0.03,0.03,4,0.44,0.15,0.22,0.18
"Norway",2017,3417,126.5,131.9,394.5,30.8,1890,19.3,15.19,503,2726,4468,2.91,3.06,123,1276,988,0.14,0.25,0.18,0.15,30,2.77,0.73,1.06,0.75
"Norway",2018,3487,129.6,135,400.6,32.7,1815,19.8,15.74,510,2706,4501,2.98,2.95,122,1258,983,0.14,0.25,0.17,0.15,29,2.75,0.74,1.08,0.75
"Norway",2019,3533,130.3,137.1,406.7,34.9,1817,20.6,15.9,523,2739,4549,3.11,2.95,123,1287,996,0.14,0.25,0.17,0.15,28,2.71,0.74,1.08,0.75
"Norway",2020,3533,129.8,138.7,400.7,34.8,1706,19.8,15.9,516,2615,4580,2.88,2.82,125,1302,1007,0.14,0.25,0.17,0.15,28,2.71,0.74,1.08,0.75
"Norway",2021,3512,128.7,140.1,392.1,34.5,1421,18.3,15.76,484,2339,4103,2.46,2.44,110,1289,1012,0.14,0.25,0.17,0.15,28,2.71,0.74,1.08,0.75
"Norway",2022,3506,127.7,137.7,397,35.1,1355,18.3,15.66,489,2319,3997,2.44,2.37,104,1241,982,0.14,0.25,0.17,0.15,28,2.71,0.74,1.08,0.75
"Oman",2017,3060,94,79.4,471.8,38.9,1050,19.5,12.93,464,1657,4291,1.51,1.93,274,1288,864,0.04,0.16,0.11,0.09,16,1.64,0.42,0.6,0.38
"Oman",2018,3075,91.4,90.8,449,38.5,1053,19.6,12.73,456,1635,4333,1.46,1.9,280,1368,930,0.04,0.16,0.11,0.09,16,1.61,0.41,0.58,0.38
"Oman",2019,3084,91,96.6,438.6,38.4,1034,19.5,12.71,457,1630,4398,1.44,2.01,297,1355,936,0.04,0.16,0.11,0.09,17,1.66,0.44,0.62,0.41
"Oman",2020,3085,92.6,91.9,448.5,41.9,1158,20.8,13.69,503,1762,4887,1.58,2.09,325,1471,1004,0.04,0.16,0.11,0.09,17,1.66,0.44,0.62,0.41
"Oman",2021,3031,93.8,97.4,420.5,40.6,1219,20.6,13.34,492,1768,4848,1.5,2.18,299,1505,1030,0.04,0.16,0.11,0.09,17,1.66,0.44,0.62,0.41
"Oman",2022,3064,88.5,108.7,410.1,37.8,1149,19.3,12.56,466,1678,4690,1.41,2.04,260,1452,996,0.04,0.16,0.11,0.09,17,1.66,0.44,0.62,0.41
"Pakistan",2017,2486,70.2,79.5,359.5,25.2,819,11.8,9.59,344,1367,2384,1.36,1.34,91,674,556,0,0.02,0.01,0.01,1,0.16,0.04,0.07,0.04
"Pakistan",2018,2483,69.3,80.9,357,24.5,828,11.6,9.47,341,1361,2386,1.33,1.35,93,688,568,0,0.01,0.01,0.01,1,0.15,0.04,0.07,0.04
"Pakistan",2019,2450,69.8,82.1,345.6,24.2,879,11.4,9.48,341,1389,2415,1.32,1.41,95,694,580,0,0.01,0.01,0.01,1,0.15,0.04,0.06,0.04
"Pakistan",2020,2485,70.2,78.9,360.5,25,849,11.7,9.58,333,1354,2334,1.35,1.38,94,686,568,0,0.01,0.01,0.01,1,0.15,0.04,0.06,0.04
"Pakistan",2021,2474,71.2,78.4,358.6,23.7,849,11.6,9.62,323,1355,2348,1.34,1.38,58,685,569,0,0.01,0.01,0.01,1,0.15,0.04,0.06,0.04
"Pakistan",2022,2443,70.1,74.6,361,23.3,850,11.3,9.41,318,1340,2341,1.3,1.37,61,684,566,0,0.01,0.01,0.01,1,0.15,0.04,0.06,0.04
"Panama",2017,2879,85.6,84.9,411.2,21.6,665,12.8,11.33,347,1455,2637,1.44,1.36,63,646,547,0.06,0.13,0.07,0.07,11,1.36,0.34,0.46,0.39
"Panama",2018,3043,98.3,91.7,424.4,22.1,681,13.7,12.6,370,1594,2843,1.55,1.45,73,679,575,0.06,0.13,0.07,0.08,11,1.36,0.35,0.49,0.44
"Panama",2019,3055,96,105.2,399.8,21.1,665,13,12.16,359,1546,2755,1.49,1.39,71,630,531,0.07,0.13,0.07,0.07,11,1.32,0.33,0.46,0.4
"Panama",2020,3025,95.9,99.8,408.8,23.7,629,13.5,12.09,360,1515,2825,1.43,1.43,75,650,541,0.07,0.13,0.07,0.07,11,1.32,0.33,0.46,0.4
"Panama",2021,3053,95.4,108.7,389.2,25.4,668,14.2,12.11,370,1520,3103,1.47,1.57,131,1033,918,0.07,0.13,0.07,0.07,11,1.32,0.33,0.46,0.4
"Panama",2022,3063,94.8,102.6,406.6,25.3,699,13.5,11.89,378,1550,3075,1.54,1.54,116,651,530,0.07,0.13,0.07,0.07,11,1.32,0.33,0.46,0.4
"Papua New Guinea",2017,2213,66.7,64,318.2,41.3,403,15.7,10.23,392,1022,4215,1.42,1.17,542,1289,704,0.02,0.15,0.09,0.08,11,1.62,0.38,0.48,0.37
"Papua New Guinea",2018,2194,65.9,62.5,319.3,40.4,390,15.3,10.1,386,1006,4151,1.41,1.15,539,1288,697,0.02,0.14,0.08,0.08,11,1.58,0.36,0.47,0.36
"Papua New Guinea",2019,2195,64.5,63.9,318.5,39.1,378,14.9,9.93,375,989,4023,1.38,1.12,508,1213,658,0.02,0.12,0.07,0.07,10,1.41,0.32,0.41,0.31
"Papua New Guinea",2020,2229,63.3,64.9,326,38.5,377,14.7,9.84,371,974,3964,1.38,1.11,521,1188,640,0.02,0.1,0.06,0.05,8,1.13,0.26,0.33,0.25
"Papua New Guinea",2021,2190,61.5,65.9,317.5,37.3,371,14.5,9.72,360,948,3853,1.37,1.08,509,1156,619,0.01,0.07,0.04,0.04,5,0.72,0.17,0.22,0.16
"Papua New Guinea",2022,2223,63.3,62.6,331.6,37,373,14.4,10.01,362,977,3818,1.39,1.09,498,1139,613,0.01,0.07,0.04,0.04,5,0.72,0.17,0.22,0.16
"Paraguay",2017,3095,73.9,95.8,442.1,38.9,561,15.8,13.02,417,1346,3181,1.64,1.34,184,1039,810,0.01,0.04,0.02,0.02,2,0.39,0.13,0.19,0.12
"Paraguay",2018,3104,73.5,98.6,436.8,40.1,556,15.9,12.79,427,1351,3205,1.68,1.32,182,996,762,0.01,0.04,0.02,0.03,3,0.4,0.13,0.2,0.13
"Paraguay",2019,3097,74.6,98.4,435.3,41.1,593,15.9,12.97,433,1381,3287,1.71,1.35,186,972,731,0.01,0.04,0.02,0.02,3,0.4,0.13,0.2,0.13
"Paraguay",2020,3109,77.2,93.7,445.3,42.6,610,16.5,13.34,450,1433,3445,1.78,1.4,192,1022,767,0.01,0.04,0.03,0.03,3,0.42,0.14,0.21,0.13
"Paraguay",2021,3089,75.1,85,460.1,43.2,601,16.5,12.91,459,1427,3383,1.81,1.37,187,965,720,0.01,0.04,0.03,0.03,3,0.41,0.14,0.2,0.13
"Paraguay",2022,3056,73.8,83.1,457.7,42.8,629,16.4,12.68,462,1423,3315,1.82,1.36,182,952,715,0.01,0.04,0.03,0.03,3,0.41,0.14,0.2,0.13
"Peru",2017,2743,83.5,60.3,397.6,34.8,529,14.2,11.3,414,1431,3853,1.55,1.47,163,739,546,0.06,0.18,0.11,0.1,16,1.6,0.48,0.66,0.53
"Peru",2018,2767,85.9,60.9,399.1,35.1,540,14.5,11.56,426,1466,3931,1.58,1.48,163,740,546,0.07,0.19,0.11,0.11,17,1.75,0.5,0.68,0.55
"Peru",2019,2804,87.9,66,394.4,35.3,550,14.7,11.74,429,1484,3986,1.58,1.53,169,769,564,0.08,0.2,0.12,0.12,18,1.85,0.52,0.72,0.61
"Peru",2020,2824,88.7,65.5,400.7,36.1,551,15,11.92,437,1500,3972,1.61,1.54,163,749,553,0.08,0.2,0.12,0.12,18,1.85,0.52,0.72,0.61
"Peru",2021,2802,88.4,69,388.2,35.1,569,14.7,11.81,435,1506,3996,1.59,1.56,165,763,565,0.08,0.2,0.12,0.12,18,1.85,0.52,0.72,0.61
"Peru",2022,2807,88.3,67.9,391.3,35.1,566,14.6,11.77,434,1503,3980,1.6,1.58,168,768,564,0.08,0.2,0.12,0.12,18,1.85,0.52,0.72,0.61
"Philippines",2017,2671,72.6,57.3,443,24,448,13,10.25,359,1162,2584,1.43,0.97,105,910,582,0.07,0.21,0.11,0.13,15,2.51,0.57,0.87,0.55
"Philippines",2018,2751,73.4,59.8,456.1,24.2,455,13.2,10.38,363,1180,2597,1.44,1,105,913,586,0.08,0.21,0.1,0.13,16,2.53,0.58,0.88,0.56
"Philippines",2019,2812,76.2,51,486.8,25.6,464,13.5,10.76,382,1236,2673,1.48,1.01,102,886,572,0.08,0.22,0.11,0.13,16,2.59,0.59,0.9,0.57
"Philippines",2020,2791,75.9,48,490.2,26,467,13.7,10.83,378,1240,2581,1.49,1.02,101,994,684,0.08,0.21,0.1,0.13,16,2.56,0.58,0.88,0.55
"Philippines",2021,2815,75.3,54.2,483.4,25.7,462,13.5,10.72,377,1226,2611,1.46,0.99,100,876,565,0.08,0.22,0.11,0.14,16,2.62,0.6,0.91,0.58
"Philippines",2022,2850,76.9,55.5,487.6,25.7,467,13.6,10.95,380,1252,2597,1.49,1.01,98,904,597,0.08,0.22,0.11,0.14,16,2.62,0.6,0.91,0.58
"Poland",2017,3428,112.5,120.9,423.3,38.6,889,16.6,13.8,449,1805,4117,2.32,1.65,161,1254,865,0.02,0.12,0.06,0.07,9,0.99,0.31,0.48,0.34
"Poland",2018,3464,112.9,124,424.4,38.2,892,16.5,13.92,444,1820,4117,2.34,1.7,171,1298,939,0.02,0.11,0.05,0.06,9,0.87,0.27,0.4,0.3
"Poland",2019,3477,114.7,123.2,428.3,36.6,1162,15.9,14.46,458,2009,4329,2.35,2.1,155,1177,865,0.02,0.1,0.05,0.06,8,0.8,0.25,0.38,0.28
"Poland",2020,3524,116.8,127.3,429.5,37,1207,16,14.69,466,2060,4431,2.37,2.19,156,1198,885,0.02,0.1,0.05,0.06,8,0.8,0.25,0.38,0.28
"Poland",2021,3577,118,132.2,431.6,35.2,1302,15.5,14.72,467,2116,4484,2.39,2.32,144,1276,979,0.02,0.1,0.05,0.06,8,0.8,0.25,0.38,0.28
"Poland",2022,3617,115.7,135.3,437.8,35.4,1234,15.3,14.35,457,2039,4306,2.3,2.18,137,1243,961,0.02,0.1,0.05,0.06,8,0.8,0.25,0.38,0.28
"Portugal",2017,3436,119.9,133.7,379.5,33.6,1026,17.2,14.8,466,1944,4442,1.98,1.95,182,1223,867,0.24,0.26,0.17,0.17,33,3.43,0.69,1.1,0.84
"Portugal",2018,3467,120.9,137.6,377.6,31.7,1026,16.9,14.83,455,1946,4199,1.96,1.93,166,1105,826,0.23,0.24,0.16,0.15,31,3.19,0.62,0.99,0.71
"Portugal",2019,3485,119.9,144.4,364.4,32.3,1033,17,14.75,457,1936,4312,1.95,1.95,175,1100,827,0.23,0.24,0.16,0.15,31,3.11,0.61,1,0.72
"Portugal",2020,3501,116.7,146.5,369.3,31.8,1022,16.6,14.49,448,1882,4077,1.87,1.89,172,1128,825,0.21,0.22,0.15,0.14,29,2.97,0.58,0.94,0.68
"Portugal",2021,3525,119.1,149.2,363.3,33.3,1049,17,14.85,460,1924,4243,1.91,1.94,187,1183,858,0.24,0.23,0.16,0.14,30,3.21,0.59,0.95,0.7
"Portugal",2022,3510,121.6,141.5,372.2,30.7,1068,16.9,15.1,458,1964,4175,1.9,1.99,174,1093,819,0.24,0.23,0.16,0.14,30,3.21,0.59,0.95,0.7
"Qatar",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qatar",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qatar",2019,3481,116,113,477.6,39.2,911,21.7,15.2,490,1937,4134,2,1.9,167,1034,718,0.05,0.13,0.09,0.08,13,1.34,0.37,0.53,0.42
"Qatar",2020,3507,117.4,113,482.6,39.6,903,22.1,15.42,496,1947,4202,2.02,1.9,169,1036,724,0.05,0.13,0.09,0.08,13,1.34,0.37,0.53,0.42
"Qatar",2021,3501,117.3,113.3,480.1,39.5,873,22.1,15.36,493,1917,4149,2.01,1.86,162,1056,736,0.05,0.13,0.09,0.08,13,1.34,0.37,0.53,0.42
"Qatar",2022,3539,118.2,121.7,468.4,40,915,23,15.51,501,1958,4265,2.01,1.95,176,1106,773,0.05,0.13,0.09,0.08,13,1.34,0.37,0.53,0.42
"Republic of Korea",2017,3375,106.9,113.9,430.3,36.6,900,20.8,14.04,588,1625,4340,1.98,1.65,198,1666,1000,0.4,0.29,0.22,0.19,39,5.64,0.83,1.07,0.93
"Republic of Korea",2018,3384,107.8,116.4,428.1,36.2,899,20.6,14.13,578,1629,4335,1.99,1.67,201,1690,1022,0.4,0.3,0.22,0.2,40,5.79,0.84,1.06,0.92
"Republic of Korea",2019,3379,106.8,120.6,420.4,36,866,20.7,14.04,574,1594,4284,1.96,1.64,189,1654,997,0.39,0.29,0.21,0.19,39,5.76,0.82,1.03,0.9
"Republic of Korea",2020,3378,106.6,123.3,415.6,35.5,884,20.6,14.02,581,1609,4275,1.95,1.65,193,1682,1015,0.39,0.29,0.21,0.19,39,5.76,0.82,1.03,0.9
"Republic of Korea",2021,3413,108.6,127.1,414.5,36.8,894,21.2,14.6,593,1649,4362,2.02,1.68,191,1682,1018,0.39,0.29,0.21,0.19,39,5.76,0.82,1.03,0.9
"Republic of Korea",2022,3442,110,125.5,422.3,36.1,887,21.1,14.73,591,1655,4320,2.04,1.67,188,1669,1015,0.39,0.29,0.21,0.19,39,5.76,0.82,1.03,0.9
"Republic of Moldova",2017,2938,92.4,95,394.6,30.8,1054,15.3,11.37,430,1713,4051,1.85,2.08,124,1211,947,0.02,0.1,0.06,0.06,8,0.96,0.28,0.4,0.3
"Republic of Moldova",2018,3012,93.8,96.8,404.2,32.8,1005,15.8,11.54,438,1708,4220,1.89,2.04,132,1240,963,0.02,0.1,0.06,0.06,8,0.99,0.29,0.41,0.3
"Republic of Moldova",2019,3009,92.2,96.7,405.2,31.7,970,15.7,11.32,428,1663,4058,1.85,1.99,135,1300,980,0.02,0.1,0.06,0.06,8,1.02,0.29,0.42,0.31
"Republic of Moldova",2020,2961,93.3,99.2,385.6,30.4,916,15.4,11.34,417,1643,3792,1.85,1.92,118,1139,895,0.02,0.1,0.06,0.06,8,1.02,0.29,0.42,0.31
"Republic of Moldova",2021,2947,86.8,91.3,405.8,32.4,951,15.4,10.7,426,1611,3778,1.7,1.85,120,1111,862,0.02,0.1,0.06,0.06,8,1.02,0.29,0.42,0.31
"Republic of Moldova",2022,2885,84,92,396.3,31.4,862,14.7,10.33,407,1529,3567,1.64,1.73,117,1066,828,0.02,0.1,0.06,0.06,8,1.02,0.29,0.42,0.31
"Romania",2017,3595,113.6,127.4,448.6,40.6,1325,18.8,14.37,516,2083,5040,2.24,2.51,235,1509,1056,0.01,0.06,0.04,0.04,5,0.59,0.17,0.25,0.2
"Romania",2018,3620,113.7,126.9,456.5,41.3,1349,18.6,14.41,519,2098,5084,2.26,2.51,246,1508,1073,0.01,0.06,0.04,0.04,5,0.6,0.17,0.25,0.2
"Romania",2019,3645,110.1,128.3,461.2,37,1218,17.2,13.65,493,2009,4626,2.16,2.28,181,1153,866,0.01,0.06,0.03,0.03,5,0.57,0.16,0.24,0.2
"Romania",2020,3637,109.4,134.1,446.8,36,1218,16.7,13.56,478,1985,4352,2.08,2.27,170,1188,905,0.01,0.06,0.03,0.03,5,0.57,0.16,0.24,0.2
"Romania",2021,3644,110,135.4,438.1,35.1,1265,16.7,13.65,475,2012,4226,2.11,2.31,165,1221,927,0.01,0.06,0.03,0.03,5,0.57,0.16,0.24,0.2
"Romania",2022,3624,108.6,135.9,438.1,33.4,1220,16.3,13.51,465,1979,3968,2.07,2.24,133,1090,850,0.01,0.06,0.03,0.03,5,0.57,0.16,0.24,0.2
"Russian Federation",2017,3353,109.5,112.5,434.5,32.1,877,16.1,13.18,420,1730,3907,1.88,1.72,129,1105,831,0.05,0.14,0.08,0.08,13,1.42,0.4,0.61,0.44
"Russian Federation",2018,3353,110.6,114.6,428.5,32.8,898,16.6,14.13,438,1802,4051,1.99,1.8,137,1157,873,0.05,0.15,0.09,0.09,13,1.53,0.44,0.66,0.47
"Russian Federation",2019,3358,111.7,115.7,424.8,33.1,900,16.7,14.29,447,1817,4030,2.01,1.81,135,1164,874,0.05,0.15,0.09,0.09,14,1.53,0.44,0.66,0.48
"Russian Federation",2020,3392,113.4,116.6,429.7,33.6,913,16.8,14.61,452,1850,4004,2.07,1.82,132,1106,836,0.05,0.14,0.09,0.09,13,1.47,0.41,0.62,0.45
"Russian Federation",2021,3415,114.5,119.1,427.5,33.5,917,17,14.72,454,1864,3975,2.08,1.82,130,1094,836,0.06,0.15,0.09,0.09,14,1.53,0.43,0.65,0.47
"Russian Federation",2022,3482,117.5,120.9,437.4,34.1,928,17.4,14.98,462,1899,4062,2.12,1.87,133,1221,950,0.06,0.15,0.09,0.09,14,1.53,0.43,0.65,0.47
"Rwanda",2017,2227,59,28.8,403.7,51.5,466,17.4,9.83,542,1222,5346,1.64,0.88,177,1092,591,0.01,0.05,0.02,0.03,3,0.46,0.14,0.24,0.14
"Rwanda",2018,2198,58.3,29.4,395.1,51.3,456,17.3,9.77,541,1214,5340,1.63,0.87,177,1080,585,0.01,0.04,0.02,0.03,2,0.41,0.12,0.22,0.13
"Rwanda",2019,2198,56.8,31.1,393.3,50.7,455,17.3,9.6,520,1188,5108,1.61,0.84,167,1117,602,0.01,0.04,0.02,0.03,2,0.36,0.11,0.21,0.12
"Rwanda",2020,2223,56.4,23.6,416.5,51.9,460,17.1,9.51,539,1189,5358,1.61,0.87,175,1188,638,0.01,0.05,0.02,0.03,2,0.4,0.13,0.24,0.14
"Rwanda",2021,2275,57.2,27.5,418.6,53.1,468,17.5,9.59,549,1201,5418,1.62,0.87,173,1213,647,0.01,0.04,0.02,0.03,2,0.4,0.13,0.23,0.13
"Rwanda",2022,2315,55.6,29,427,51.6,463,17.1,9.41,536,1178,5162,1.59,0.86,168,1216,646,0.01,0.04,0.02,0.03,2,0.4,0.13,0.23,0.13
"Saint Kitts and Nevis",2017,2912,101.7,118.3,335.7,23.4,953,16,11.92,369,1736,3107,1.77,1.83,171,854,669,0.08,0.24,0.12,0.15,21,2.61,0.6,0.97,0.6
"Saint Kitts and Nevis",2018,2871,95.7,109.6,350.3,20.7,924,14.4,11.07,348,1675,2956,1.69,1.8,129,684,553,0.07,0.22,0.12,0.13,20,2.81,0.57,0.85,0.56
"Saint Kitts and Nevis",2019,2831,88.6,115.4,336.7,20.4,740,12.4,9.9,325,1491,2669,1.56,1.52,134,724,584,0.07,0.25,0.12,0.16,20,3,0.65,1.05,0.67
"Saint Kitts and Nevis",2020,2882,98.3,111.6,347.3,22.2,742,14,10.77,348,1555,2901,1.54,1.77,165,795,631,0.07,0.25,0.12,0.16,20,3,0.65,1.05,0.67
"Saint Kitts and Nevis",2021,2865,99.2,112.3,340,22,777,13.9,10.75,342,1590,2780,1.57,1.69,137,767,618,0.07,0.25,0.12,0.16,20,3,0.65,1.05,0.67
